reaction_id,equation,gpr,g0
DTMPK_reverse,adp_c + dtdp_c --> atp_c + dtmp_c,Cgl0753,2.3
GK1_reverse,adp_c + gdp_c --> atp_c + gmp_c,Cgl1606,0.1
NDPK1_reverse,adp_c + gtp_c --> atp_c + gdp_c,Cgl2370,2.2
NDPK2_reverse,adp_c + utp_c --> atp_c + udp_c,Cgl2370,-0.5
NDPK3_reverse,adp_c + ctp_c --> atp_c + cdp_c,Cgl2370,-0.3
NDPK4_reverse,adp_c + dttp_c --> atp_c + dtdp_c,Cgl2370,-0.8
NDPK5_reverse,adp_c + dgtp_c --> atp_c + dgdp_c,Cgl2370,-1.7
NDPK6_reverse,adp_c + dutp_c --> atp_c + dudp_c,Cgl2370,1.1
NDPK7_reverse,adp_c + dctp_c --> atp_c + dcdp_c,Cgl2370,-3.8
NDPK8_reverse,adp_c + datp_c --> atp_c + dadp_c,Cgl2370,-2.5
NNATr_reverse,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c,Cgl2352,25.0
UMPK_reverse,adp_c + udp_c --> atp_c + ump_c,Cgl2024,-0.4
URIDK2r_reverse,adp_c + dudp_c --> atp_c + dump_c,Cgl0753,-0.6
ATPS4rpp_reverse,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_e + pi_c,Cgl1213 and Cgl1211 and Cgl1210 and Cgl1208 and Cgl1212 and Cgl1209 and Cgl1207 and Cgl1206,-30.61
PPKr_reverse,adp_c + ppi_c --> atp_c + pi_c,,14.87
G6PDH2r_reverse,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c,Cgl1576,7.6
RPE_reverse,xu5p__D_c --> ru5p__D_c,Cgl1598,3.4
RPI_reverse,ru5p__D_c --> r5p_c,Cgl2423,-4.5
TALA_reverse,e4p_c + f6p_c --> g3p_c + s7p_c,Cgl1575,1.2
TKT1_reverse,g3p_c + s7p_c --> r5p_c + xu5p__D_c,Cgl1574,1.5
TKT2_reverse,f6p_c + g3p_c --> e4p_c + xu5p__D_c,Cgl1575,10.5
ADSL1r_reverse,amp_c + fum_c --> dcamp_c,Cgl2598,-17.0
ADSL2r_reverse,aicar_c + fum_c --> 25aics_c,Cgl2598,-24.8
AICART_reverse,fprica_c + thf_c --> 10fthf_c + aicar_c,Cgl0861,-14.0
AIRC3_reverse,5caiz_c --> 5aizc_c,Cgl0714,30.0
DHORTS_reverse,cbasp_c + h_c --> dhor__S_c + h2o_c,Cgl1612,8.4
GARFT_reverse,fgam_c + h_c + thf_c --> 10fthf_c + gar_c,Cgl0860 and Cgl2759,-1.0
IMPC_reverse,fprica_c --> h2o_c + imp_c,,-20.0
ORPT_reverse,orot_c + prpp_c --> orot5p_c + ppi_c,Cgl2773,1.7
PRAGSr_reverse,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,Cgl2600,27.5
ACALD_reverse,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c,Cgl0319,22.3
ACKr_reverse,actp_c + adp_c --> ac_c + atp_c,Cgl2752,-14.6
ALCD2x_reverse_num1,acald_c + h_c + nadh_c --> etoh_c + nad_c,Cgl2807,-16.98
LDH_D_reverse,h_c + nadh_c + pyr_c --> lac__D_c + nad_c,Cgl0901,-19.5
PTAr_reverse,actp_c + coa_c --> accoa_c + pi_c,Cgl2753,-9.4
ASAD_reverse,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,Cgl0252,25.4
ASPK_reverse,4pasp_c + adp_c --> asp__L_c + atp_c,Cgl0251,-21.8
DAPE_reverse,26dap__M_c --> 26dap_LL_c,Cgl1943,1.7
HSDy_reverse,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,Cgl1183,-18.6
SDPTA_reverse,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,Cgl0814,1.3
26DAHtex_reverse,26dap__M_c --> 26dap__M_e,,0.0
3AMPtex_reverse,3amp_c --> 3amp_e,,0.0
3CMPtex_reverse,3cmp_c --> 3cmp_e,,0.0
3GMPtex_reverse,3gmp_c --> 3gmp_e,,0.0
3UMPtex_reverse,3ump_c --> 3ump_e,,0.0
ABUTtex_reverse,4abut_c --> 4abut_e,Cgl1027,0.0
ACALDtpp_reverse,acald_c --> acald_e,,0.0
ACGAM1Ptex_reverse,acgam1p_c --> acgam1p_e,,0.0
ACGAtex_reverse,acgam_c --> acgam_e,,0.0
ACMANAtex_reverse,acmana_c --> acmana_e,,0.0
ACSERtex_reverse,acser_c --> acser_e,,0.0
ACt2rpp_reverse,ac_c + h_c --> ac_e + h_e,Cgl0833,0.0
ADEt2rpp_reverse,ade_c + h_c --> ade_e + h_e,,0.0
ADNt2rpp_reverse,adn_c + h_c --> adn_e + h_e,,0.0
AKGt2rpp_reverse,akg_c + h_c --> akg_e + h_e,,0.0
ALAALAtex_reverse,alaala_c --> alaala_e,,0.0
ALAtex_reverse,ala__L_c --> ala__L_e,,0.0
AMPtex_reverse,amp_c --> amp_e,,0.0
ARGORNt7pp_reverse,arg__L_c + orn_e --> arg__L_e + orn_c,Cgl0968,0.0
ASNt2rpp_reverse,asn__L_c + h_c --> asn__L_e + h_e,,0.0
BALAtex_reverse,ala_B_c --> ala_B_e,,0.0
BCCPE_reverse,adp_c + btnco2_c + h_c + pi_c --> atp_c + bccp_e + hco3_c,,0.0
CGLYtex_reverse,cgly_c --> cgly_e,,0.0
CITtex_reverse,cit_c --> cit_e,,0.0
CRNDt2rpp_reverse,crn__D_c + h_c --> crn__D_e + h_e,,0.0
CRNt2rpp_reverse,crn_c + h_c --> crn_e + h_e,,0.0
CTBTt2rpp_reverse,ctbt_c + h_c --> ctbt_e + h_e,Cgl3066,0.0
CUtex_reverse,cu_c --> cu_e,,0.0
CYANtex_reverse,cyan_c --> cyan_e,,0.0
CYTDt2rpp_reverse,cytd_c + h_c --> cytd_e + h_e,,0.0
DADNtex_reverse,dad_2_c --> dad_2_e,,0.0
DALAtex_reverse,ala__D_c --> ala__D_e,,0.0
DAMPtex_reverse,damp_c --> damp_e,,0.0
DCMPtex_reverse,dcmp_c --> dcmp_e,,0.0
DCYTtex_reverse,dcyt_c --> dcyt_e,,0.0
DGMPtex_reverse,dgmp_c --> dgmp_e,,0.0
DGSNtex_reverse,dgsn_c --> dgsn_e,,0.0
DHAtpp_reverse,dha_c --> dha_e,,0.0
DIMPtex_reverse,dimp_c --> dimp_e,,0.0
DINStex_reverse,din_c --> din_e,,0.0
D_LACt2pp_reverse,h_c + lac__D_c --> h_e + lac__D_e,,0.0
DMSOtex_reverse,dmso_c --> dmso_e,,0.0
DMStex_reverse,dms_c --> dms_e,,0.0
DTMPtex_reverse,dtmp_c --> dtmp_e,,0.0
DUMPtex_reverse,dump_c --> dump_e,,0.0
DURItex_reverse,duri_c --> duri_e,,0.0
ETHAtex_reverse,etha_c --> etha_e,,0.0
ETOHtrpp_reverse,etoh_c --> etoh_e,,0.0
F6Ptex_reverse,f6p_c --> f6p_e,,0.0
FE3tex_reverse,fe3_c --> fe3_e,,0.0
FRUtex_reverse,fru_c --> fru_e,,0.0
FRUURt2rpp_reverse,fruur_c + h_c --> fruur_e + h_e,Cgl2908,0.0
FUMtex_reverse,fum_c --> fum_e,,0.0
G1Ptex_reverse,g1p_c --> g1p_e,,0.0
G3PEtex_reverse,g3pe_c --> g3pe_e,,0.0
G3PGtex_reverse,g3pg_c --> g3pg_e,,0.0
G3PItex_reverse,g3pi_c --> g3pi_e,,0.0
G3PStex_reverse,g3ps_c --> g3ps_e,,0.0
G6Ptex_reverse,g6p_c --> g6p_e,,0.0
GAL1Ptex_reverse,gal1p_c --> gal1p_e,,0.0
GAMAN6Ptex_reverse,gam6p_c --> gam6p_e,,0.0
GAMtex_reverse,gam_c --> gam_e,,0.0
GLCNt2rpp_reverse,glcn_c + h_c --> glcn_e + h_e,,0.0
GLCUR1Ptex_reverse,glcur1p_c --> glcur1p_e,,0.0
GLCURt2rpp_reverse,glcur_c + h_c --> glcur_e + h_e,,0.0
GLNt2rpp_reverse,gln__L_c + h_c --> gln__L_e + h_e,,0.0
GLUtex_reverse,glu__L_c --> glu__L_e,,0.0
GLYALDtpp_reverse,glyald_c --> glyald_e,,0.0
GLYC3Ptex_reverse,glyc3p_c --> glyc3p_e,,0.0
GLYCAt2rpp_reverse,glyc__R_c + h_c --> glyc__R_e + h_e,,0.0
GLYCtpp_reverse,glyc_e --> glyc_c,,0.0
GLYtex_reverse,gly_c --> gly_e,,0.0
GMPtex_reverse,gmp_c --> gmp_e,,0.0
GSNtex_reverse,gsn_c --> gsn_e,,0.0
GTHRDtex_reverse,gthrd_c --> gthrd_e,,0.0
GUAtpp_reverse,gua_c --> gua_e,,0.0
H2Otpp_reverse,h2o_c --> h2o_e,,0.0
H2Stex_reverse,h2s_c --> h2s_e,,0.0
H2tpp_reverse,h2_c --> h2_e,,0.0
HISt2rpp_reverse,h_c + his__L_c --> h_e + his__L_e,,0.0
HOMtex_reverse,hom__L_c --> hom__L_e,,0.0
HYXNtpp_reverse,hxan_c --> hxan_e,,0.0
ILEt2rpp_reverse,h_c + ile__L_c --> h_e + ile__L_e,Cgl2310,0.0
INDOLEt2rpp_reverse,h_c + indole_c --> h_e + indole_e,,0.0
INSt2rpp_reverse,h_c + ins_c --> h_e + ins_e,,0.0
LEUt2rpp_reverse_num1,h_c + leu__L_c --> h_e + leu__L_e,Cgl0258,0.0
L_LACt2rpp_reverse,h_c + lac__L_c --> h_e + lac__L_e,,0.0
LYSt2pp_reverse,h_c + lys__L_c --> h_e + lys__L_e,Cgl0968,0.0
METt2rpp_reverse,h_c + met__L_c --> h_e + met__L_e,,0.0
NAtex_reverse,na1_c --> na1_e,,0.0
NO3tex_reverse,no3_c --> no3_e,Cgl1190,0.0
NOtex_reverse,no_c --> no_e,,0.0
O2Stex_reverse,o2s_c --> o2s_e,,0.0
PHEt2rpp_reverse,h_c + phe__L_c --> h_e + phe__L_e,,0.0
PSERtex_reverse_num1,pser__L_c --> pser__L_e,Cgl0296,0.0
PTRCORNt7pp_reverse,orn_e + ptrc_c --> orn_c + ptrc_e,,0.0
PYRt2rpp_reverse,h_c + pyr_c --> h_e + pyr_e,,0.0
THMDt2rpp_reverse,h_c + thymd_c --> h_e + thymd_e,,0.0
TRPt2rpp_reverse,h_c + trp__L_c --> h_e + trp__L_e,Cgl1107,0.0
TYRt2rpp_reverse,h_c + tyr__L_c --> h_e + tyr__L_e,,0.0
URAt2rpp_reverse_num1,h_c + ura_c --> h_e + ura_e,Cgl0824,0.0
UREAtpp_reverse,urea_c --> urea_e,Cgl0090 and Cgl0087 and Cgl0088 and Cgl0089,0.0
URIt2rpp_reverse,h_c + uri_c --> h_e + uri_e,,0.0
VALt2rpp_reverse,h_c + val__L_c --> h_e + val__L_e,Cgl2310,0.0
XANtpp_reverse,xan_c --> xan_e,,0.0
XTSNt2rpp_reverse,h_c + xtsn_c --> h_e + xtsn_e,,0.0
PHETA1_reverse_num1,akg_c + phe__L_c --> glu__L_c + phpyr_c,Cgl0218,-0.4
PSCVT_reverse,3psme_c + pi_c --> pep_c + skm5p_c,Cgl0764,15.9
SHK3Dr_reverse_num1,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,Cgl1132,5.7
TYRTA_reverse_num1,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,Cgl0218,0.1
ILETA_reverse,akg_c + ile__L_c --> 3mop_c + glu__L_c,Cgl2204,-6.2
IPPMIa_reverse,2ippm_c + h2o_c --> 3c2hmp_c,Cgl1315 and Cgl1316,3.7
IPPMIb_reverse,3c3hmp_c --> 2ippm_c + h2o_c,Cgl1315 and Cgl1316,0.4
KARA1_reverse,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,Cgl1273,-14.8
KARA2_reverse,23dhmp_c + nadp_c --> 2ahbut_c + h_c + nadph_c,Cgl1273,14.8
LEUTAi_reverse,akg_c + leu__L_c --> 4mop_c + glu__L_c,Cgl2204,0.0
ADNUC_num2,adn_c + h2o_c --> ade_c + rib__D_c,Cgl0761,-6.0
ADNUC_num3,adn_c + h2o_c --> ade_c + rib__D_c,Cgl0918,-6.0
ALCD19_num2,glyald_c + h_c + nadh_c --> glyc_c + nad_c,Cgl1261,-35.0
ALCD19_num3,glyald_c + h_c + nadh_c --> glyc_c + nad_c,Cgl2469,-35.0
ARAI_num2,arab__L_c --> rbl__L_c,Cgl3006,4.9
FFSD_num2,h2o_c + suc6p_c --> fru_c + g6p_c,Cgl1116,-21.1
GNK_num2,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,Cgl3008,-12.7
HPYRI_num2,hpyr_c --> 2h3oppan_c,Cgl2471,1.6
MCITL2_num2,micit_c --> pyr_c + succ_c,Cgl0658,0.0
MSDH_num2,2mop_c + coa_c + h2o_c + nad_c --> hco3_c + nadh_c + ppcoa_c,Cgl0295,-39.2
PGLYCP_num2,2pglyc_c + h2o_c --> glyclt_c + pi_c,Cgl1462,-32.0
PMANM_num2,man1p_c --> man6p_c,Cgl0746,-4.4
RBK_num2,atp_c + rib__D_c --> adp_c + h_c + r5p_c,Cgl2325,-30.1
UDPGPpp_num2,h2o_c + udpg_c --> g1p_c + 2.0 h_c + ump_c,Cgl2922,-43.0
MCITD_num2,2mcit_c --> 2mcacn_c + h2o_c,Cgl0694,-2.9
MCITD_num3,2mcit_c --> 2mcacn_c + h2o_c,Cgl2538,-2.9
ME1_num2,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,Cgl3007,12.1
AMPTASEPG_num2,h2o_c + progly_c --> gly_c + pro__L_c,Cgl2205,28.0
SPMDAT2_num2,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0178,-27.2
SPMDAT2_num3,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0536,-27.2
SPMDAT2_num4,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl0569,-27.2
SPMDAT2_num5,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl1035,-27.2
SPMDAT2_num6,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,Cgl2739,-27.2
SSALy_num2,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,Cgl0480,-44.3
SSALy_num3,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,Cgl2713,-44.3
3OAS100_num2,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS100_num3,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS120_num2,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS120_num3,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS121_num2,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS121_num3,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS140_num2,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS140_num3,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS141_num2,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS141_num3,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS160_num2,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS160_num3,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS161_num2,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS161_num3,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS180_num2,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS180_num3,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS181_num2,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS181_num3,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS60_num2,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS60_num3,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,Cgl2872,0.0
3OAS80_num2,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,Cgl2683,0.0
3OAS80_num3,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,Cgl2872,0.0
AACPS1_num2,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,Cgl2683,-0.0
AACPS1_num3,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,Cgl2872,-0.0
AACPS2_num2,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,Cgl2683,-0.0
AACPS2_num3,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,Cgl2872,-0.0
AACPS3_num2,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,Cgl2683,-0.0
AACPS3_num3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,Cgl2872,-0.0
AACPS4_num2,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,Cgl2683,-0.0
AACPS4_num3,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,Cgl2872,-0.0
AACPS5_num2,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,Cgl2683,-0.0
AACPS5_num3,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,Cgl2872,-0.0
AACPS6_num2,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,Cgl2683,-0.0
AACPS6_num3,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,Cgl2872,-0.0
AACPS7_num2,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,Cgl2683,-0.0
AACPS7_num3,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,Cgl2872,-0.0
AACPS8_num2,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,Cgl2683,-0.0
AACPS8_num3,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,Cgl2872,-0.0
AACPS9_num2,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,Cgl2683,-0.0
AACPS9_num3,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,Cgl2872,-0.0
FA100ACPHi_num2,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c,Cgl0297,-0.0
FA120ACPHi_num2,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c,Cgl0297,-0.0
FA140ACPHi_num2,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c,Cgl0297,-0.0
FA141ACPHi_num2,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c,Cgl0297,-0.0
FA160ACPHi_num2,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,Cgl0297,0.0
FA161ACPHi_num2,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c,Cgl0297,-0.0
FA80ACPHi_num2,h2o_c + ocACP_c --> ACP_c + h_c + octa_c,Cgl0297,0.0
FACOAL100t2pp_num2,atp_c + coa_c + dca_e + h_e --> amp_c + dcacoa_c + h_c + ppi_c,Cgl0284,-0.0
FACOAL120t2pp_num2,atp_c + coa_c + ddca_e + h_e --> amp_c + ddcacoa_c + h_c + ppi_c,Cgl0284,0.0
FACOAL140t2pp_num2,atp_c + coa_c + h_e + ttdca_e --> amp_c + h_c + ppi_c + tdcoa_c,Cgl0284,0.0
FACOAL141t2pp_num2,atp_c + coa_c + h_e + ttdcea_e --> amp_c + h_c + ppi_c + tdecoa_c,Cgl0284,-0.0
FACOAL160t2pp_num2,atp_c + coa_c + h_e + hdca_e --> amp_c + h_c + pmtcoa_c + ppi_c,Cgl0284,-16.0
FACOAL161t2pp_num2,atp_c + coa_c + h_e + hdcea_e --> amp_c + h_c + hdcoa_c + ppi_c,Cgl0284,-0.0
FACOAL180t2pp_num2,atp_c + coa_c + h_e + ocdca_e --> amp_c + h_c + ppi_c + stcoa_c,Cgl0284,-14.6
FACOAL181t2pp_num2,atp_c + coa_c + h_e + ocdcea_e --> amp_c + h_c + odecoa_c + ppi_c,Cgl0284,-0.0
FACOAL60t2pp_num2,atp_c + coa_c + h_e + hxa_e --> amp_c + h_c + hxcoa_c + ppi_c,Cgl0284,-0.0
FACOAL80t2pp_num2,atp_c + coa_c + h_e + octa_e --> amp_c + h_c + occoa_c + ppi_c,Cgl0284,-14.6
MI1PP_num2,h2o_c + mi1p__D_c --> inost_c + pi_c,Cgl2095,-23.1
TDPGDH_num2,dtdpglu_c --> dtdp4d6dg_c + h2o_c,Cgl0334,-47.5
TDPGDH_num3,dtdpglu_c --> dtdp4d6dg_c + h2o_c,Cgl0347,-47.5
UAGCVT_num2,pep_c + uacgam_c --> pi_c + uaccg_c,Cgl2558,-14.0
UAMDH_num2,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,Cgl0397,-54.6
UDPGD_num2,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,Cgl2847,-31.5
GALUi_num2,g1p_c + h_c + utp_c --> ppi_c + udpg_c,Cgl0882,-3.2
CS_num2,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,Cgl0829,-40.0
ACPS1_num2,apoACP_c + coa_c --> ACP_c + h_c + pap_c,Cgl2683,-0.0
ACPS1_num3,apoACP_c + coa_c --> ACP_c + h_c + pap_c,Cgl2872,-0.0
BMOCOS_num2,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,Cgl0883,-0.0
BMOCOS_num3,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,Cgl1196,-0.0
BWCOS_num2,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,Cgl0883,-0.0
BWCOS_num3,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,Cgl1196,-0.0
CPMPS_num2,gtp_c + h2o_c --> cpmp_c + ppi_c,Cgl0210,-0.0
DHPPDA2_num2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,Cgl1896,0.0
DHPS2_num2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,Cgl2694,-65.0
DMATT_num2,dmpp_c + ipdp_c --> grdp_c + ppi_c,Cgl2172,-82.3
GRTT_num2,grdp_c + ipdp_c --> frdp_c + ppi_c,Cgl2528,-83.9
GTPDPDP_num2,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,Cgl0373,-32.8
MOCOS_num2,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,Cgl0883,-0.0
MOCOS_num3,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,Cgl1196,-0.0
MSDHD_num2,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,Cgl0295,-26.0
NADDP_num2,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,Cgl1244,-42.5
NADPPPS_num2,h2o_c + nadp_c --> nad_c + pi_c,Cgl0415,-17.6
NADPPPS_num3,h2o_c + nadp_c --> nad_c + pi_c,Cgl1153,-17.6
PANTS_num2,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,Cgl2688,-47.0
TMPPP_num2,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,Cgl2038,-25.6
TMPPP_num3,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,Cgl0097,-25.6
TRATF_num2,akg_c + tau_c --> 2saa_c + glu__L_c,Cgl0202,-25.6
UPP3MT_num2,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscL_c + h_c,Cgl1998,-25.6
WCOS_num2,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c,Cgl0883,-0.0
WCOS_num3,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c,Cgl1196,-0.0
AMPTASECG_num2,cgly_c + h2o_c --> cys__L_c + gly_c,Cgl2205,8.0
MCPST_num2,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,Cgl1424,-80.0
MCPST_num3,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,Cgl2776,-80.0
GLNS_num2,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,Cgl2229,-16.4
G3PAT120_num2,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,Cgl2254,0.0
G3PAT120_num3,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,Cgl2755,0.0
G3PAT120_num4,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,Cgl2858,0.0
G3PAT120_num5,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,Cgl2892,0.0
G3PAT140_num2,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c,Cgl2254,0.0
G3PAT140_num3,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c,Cgl2755,0.0
G3PAT140_num4,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c,Cgl2858,0.0
G3PAT140_num5,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c,Cgl2892,0.0
G3PAT141_num2,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,Cgl2254,-0.0
G3PAT141_num3,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,Cgl2755,-0.0
G3PAT141_num4,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,Cgl2858,-0.0
G3PAT141_num5,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,Cgl2892,-0.0
G3PAT160_num2,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,Cgl2254,-0.0
G3PAT160_num3,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,Cgl2755,-0.0
G3PAT160_num4,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,Cgl2858,-0.0
G3PAT160_num5,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,Cgl2892,-0.0
G3PAT161_num2,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,Cgl2254,-0.0
G3PAT161_num3,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,Cgl2755,-0.0
G3PAT161_num4,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,Cgl2858,-0.0
G3PAT161_num5,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,Cgl2892,-0.0
G3PAT180_num2,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,Cgl2254,0.0
G3PAT180_num3,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,Cgl2755,0.0
G3PAT180_num4,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,Cgl2858,0.0
